date,temp_mean,temp_max,temp_min,cloud_mean,cloud_max,humidity_mean,pressure_mean,wind_mean,wind_max,precip_sum,label
2020-08-27,29.141666666666666,31.2,27.2,98.20833333333333,100,78.29166666666667,1002.7541666666666,7.341666666666666,12.2,1.9000000000000001,rain
2020-08-28,29.3,32.3,25.1,77.79166666666667,100,74.33333333333333,1003.2041666666668,8.316666666666666,13.4,0.0,cloudy
2020-08-29,29.504166666666666,32.2,26.5,75.625,100,77.375,1004.4291666666667,7.6625000000000005,14.1,0.0,cloudy
2020-08-30,29.354166666666668,32.0,26.5,40.375,91,77.45833333333333,1005.125,7.995833333333334,16.7,0.0,cloudy
2020-08-31,29.366666666666664,32.1,25.9,24.25,85,75.79166666666667,1006.2458333333334,8.508333333333333,18.7,0.0,cloudy
2020-09-01,29.05416666666667,32.4,26.5,28.666666666666668,73,79.33333333333333,1006.5875,10.1625,25.4,2.9,rain
2020-09-02,28.97083333333333,31.9,25.6,26.375,98,79.5,1007.1916666666666,9.558333333333334,23.7,1.7999999999999998,rain
2020-09-03,29.083333333333332,31.6,26.0,75.125,95,77.33333333333333,1008.0958333333333,8.858333333333333,17.1,2.0,rain
2020-09-04,29.304166666666664,31.7,26.7,92.33333333333333,98,77.5,1007.6750000000001,7.979166666666667,17.2,1.5,rain
2020-09-05,29.545833333333334,32.2,26.9,45.75,86,76.20833333333333,1006.4083333333333,7.908333333333334,14.5,3.3,rain
2020-09-06,30.379166666666666,33.5,26.9,75.41666666666667,97,73.45833333333333,1005.2041666666668,8.6875,18.9,0.5,rain
2020-09-07,30.775000000000002,34.2,28.0,90.625,100,69.58333333333333,1005.9166666666666,7.425,17.1,1.4,rain
2020-09-08,30.275000000000002,33.0,28.3,92.375,100,75.33333333333333,1008.2666666666668,9.725,19.8,2.7,rain
2020-09-09,29.2,31.6,26.6,89.79166666666667,99,78.66666666666667,1008.4541666666668,8.795833333333333,17.1,0.9,rain
2020-09-10,29.291666666666668,32.2,26.4,61.958333333333336,98,76.54166666666667,1006.1416666666668,10.054166666666667,16.2,1.1,rain
2020-09-11,29.55,32.3,26.2,20.875,79,73.875,1007.1125000000001,10.875,19.0,0.0,cloudy
2020-09-12,29.695833333333336,32.3,26.8,39.833333333333336,98,73.5,1009.2333333333332,11.6625,19.2,0.4,rain
2020-09-13,29.59583333333333,32.1,26.9,74.91666666666667,100,75.08333333333333,1009.4791666666666,10.358333333333333,19.8,0.8,rain
2020-09-14,29.433333333333334,31.8,26.7,42.041666666666664,92,76.20833333333333,1008.35,10.008333333333333,18.8,1.1,rain
2020-09-15,29.545833333333334,32.1,26.4,52.666666666666664,90,72.875,1007.75,8.35,17.7,0.7,rain
2020-09-16,30.0625,32.4,27.0,90.83333333333333,100,71.0,1006.4416666666666,7.870833333333334,19.6,0.2,cloudy
2020-09-17,27.991666666666664,29.5,26.0,100.0,100,84.875,1003.1750000000001,7.995833333333334,20.8,42.199999999999996,rain
2020-09-18,28.258333333333336,30.9,25.7,99.79166666666667,100,82.29166666666667,997.6041666666666,23.349999999999998,40.5,36.1,rain
2020-09-19,27.84583333333333,30.4,26.1,98.58333333333333,100,83.91666666666667,1005.4625,7.733333333333333,17.8,2.5,rain
2020-09-20,27.4375,28.5,26.5,99.875,100,86.41666666666667,1009.2708333333334,4.091666666666667,7.9,11.6,rain
2020-09-21,27.53333333333333,28.8,26.2,71.29166666666667,100,87.45833333333333,1009.3458333333333,6.45,12.8,1.4,rain
2020-09-22,28.041666666666668,30.2,25.6,15.083333333333334,69,85.75,1008.7416666666667,6.5375000000000005,12.5,0.30000000000000004,rain
2020-09-23,28.166666666666668,30.2,25.4,51.875,97,84.20833333333333,1008.9625,9.058333333333334,16.8,0.5,rain
2020-09-24,27.858333333333334,30.5,24.4,69.25,97,83.95833333333333,1009.5625,6.258333333333333,14.5,0.2,cloudy
2020-09-25,27.854166666666668,30.5,24.9,51.0,98,82.29166666666667,1008.5124999999999,8.016666666666667,21.4,1.2,rain
2020-09-26,28.22083333333333,31.3,25.7,57.125,85,81.04166666666667,1007.4708333333333,7.070833333333333,13.9,0.4,rain
2020-09-27,27.5625,29.2,25.6,88.20833333333333,100,85.79166666666667,1007.4666666666667,8.025,13.3,2.1,rain
2020-09-28,27.7375,29.8,25.2,96.5,100,84.79166666666667,1007.1916666666666,8.762500000000001,16.5,4.4,rain
2020-09-29,28.083333333333332,30.6,25.4,91.0,100,85.45833333333333,1006.8666666666667,6.991666666666666,16.4,3.5,rain
2020-09-30,28.291666666666668,30.6,26.1,69.91666666666667,100,84.54166666666667,1006.1458333333334,6.833333333333333,15.5,3.8,rain
2020-10-01,27.516666666666666,29.0,25.7,78.20833333333333,100,87.0,1006.3166666666666,6.133333333333333,14.4,7.9,rain
2020-10-02,27.675,29.6,25.8,91.25,99,85.79166666666667,1007.3125,8.129166666666666,16.6,4.6000000000000005,rain
2020-10-03,27.520833333333332,28.9,25.9,96.95833333333333,100,86.70833333333333,1008.3041666666667,6.366666666666667,11.8,5.3999999999999995,rain
2020-10-04,27.45,29.2,25.7,90.58333333333333,100,85.875,1008.7041666666668,4.966666666666667,11.1,3.4,rain
2020-10-05,27.295833333333334,28.7,26.2,47.541666666666664,100,85.33333333333333,1008.725,7.416666666666667,16.5,3.1,rain
2020-10-06,26.454166666666666,27.6,25.8,89.41666666666667,100,88.875,1009.0958333333333,17.120833333333334,27.8,27.0,rain
2020-10-07,26.45,26.9,26.0,99.91666666666667,100,90.83333333333333,1007.525,28.229166666666668,35.7,54.1,rain
2020-10-08,26.295833333333334,26.7,25.9,100.0,100,91.125,1008.0875,22.008333333333336,32.2,74.9,rain
2020-10-09,25.787499999999998,26.5,25.1,99.875,100,91.83333333333333,1008.85,18.8125,37.8,68.6,rain
2020-10-10,25.72083333333333,26.6,25.2,99.58333333333333,100,89.58333333333333,1009.1541666666667,22.745833333333334,28.4,31.4,rain
2020-10-11,25.712500000000002,26.1,25.1,99.95833333333333,100,89.04166666666667,1005.0958333333333,33.4125,46.9,120.2,rain
2020-10-12,26.34166666666667,27.3,25.5,99.54166666666667,100,89.125,1004.1708333333332,12.141666666666666,21.9,17.5,rain
2020-10-13,25.933333333333334,26.8,25.3,100.0,100,88.58333333333333,1004.4916666666667,13.862499999999999,18.4,33.800000000000004,rain
2020-10-14,26.25,27.8,24.7,97.375,100,84.66666666666667,1005.8708333333334,6.604166666666667,15.3,2.3,rain
